,type,lon,lat
264,Traditional French restaurant,2.315,48.884
265,Asian restaurant,2.315,48.884
266,Traditional French restaurant,2.339,48.866
267,Traditional French restaurant,2.336,48.863
268,Traditional French restaurant,2.336,48.863
269,Traditional French restaurant,2.338,48.866
270,Asian restaurant,2.336,48.864
271,Asian restaurant,2.337,48.866
272,Caribbean restaurant,2.354,48.887
273,African restaurant,2.354,48.888
274,African restaurant,2.355,48.89
275,African restaurant,2.354,48.89
276,Caribbean restaurant,2.353,48.89
277,African restaurant,2.353,48.89
278,Traditional French restaurant,2.385,48.852
279,European restuarant,2.385,48.85
280,Central and South American restuarant,2.388,48.851
281,Asian restaurant,2.389,48.851
282,Traditional French restaurant,2.388,48.85
283,European restuarant,2.39,48.85
284,Asian restaurant,2.392,48.85
285,Traditional French restaurant,2.394,48.851
286,Asian restaurant,2.395,48.849
287,Traditional French restaurant,2.394,48.852
288,Asian restaurant,2.391,48.852
289,Traditional French restaurant,2.342,48.857
290,Traditional French restaurant,2.341,48.857
291,Asian restaurant,2.349,48.839
292,European restuarant,2.347,48.838
293,European restuarant,2.347,48.838
294,European restuarant,2.341,48.84
295,Maghrebian restaurant,2.317,48.886
296,Traditional French restaurant,2.313,48.887
297,Asian restaurant,2.313,48.887
298,Asian restaurant,2.312,48.886
299,Traditional French restaurant,2.334,48.886
300,Central and South American restuarant,2.336,48.887
301,Traditional French restaurant,2.336,48.886
302,Asian restaurant,2.336,48.866
303,European restuarant,2.335,48.867
304,Asian restaurant,2.332,48.882
305,Maghrebian restaurant,2.331,48.881
306,Traditional French restaurant,2.33,48.878
307,Traditional French restaurant,2.332,48.878
308,African restaurant,2.335,48.88
309,Asian restaurant,2.334,48.881
310,Traditional French restaurant,2.333,48.882
311,Asian restaurant,2.359,48.89
312,Maghrebian restaurant,2.359,48.886
313,Maghrebian restaurant,2.375,48.881
314,Asian restaurant,2.38,48.873
315,Asian restaurant,2.382,48.873
316,Traditional French restaurant,2.346,48.858
317,Traditional French restaurant,2.349,48.861
318,European restuarant,2.348,48.86
319,Traditional French restaurant,2.344,48.862
320,Traditional French restaurant,2.344,48.86
321,Traditional French restaurant,2.343,48.861
322,European restuarant,2.343,48.861
323,Traditional French restaurant,2.342,48.862
324,Traditional French restaurant,2.342,48.862
325,Traditional French restaurant,2.342,48.862
326,Central and South American restuarant,2.342,48.846
327,European restuarant,2.341,48.847
328,Asian restaurant,2.35,48.843
329,Traditional French restaurant,2.343,48.847
330,European restuarant,2.343,48.846
331,Indian / Middle Eastern restaurant,2.349,48.846
332,European restuarant,2.349,48.847
333,European restuarant,2.348,48.847
334,Asian restaurant,2.348,48.848
335,European restuarant,2.348,48.849
336,Asian restaurant,2.348,48.848
337,Asian restaurant,2.347,48.85
338,European restuarant,2.348,48.849
339,Traditional French restaurant,2.348,48.852
340,Asian restaurant,2.335,48.885
341,European restuarant,2.337,48.894
342,Asian restaurant,2.34,48.883
343,Asian restaurant,2.341,48.882
344,European restuarant,2.335,48.881
345,Traditional French restaurant,2.318,48.875
346,Asian restaurant,2.318,48.875
347,European restuarant,2.317,48.875
348,Traditional French restaurant,2.318,48.875
349,Asian restaurant,2.322,48.877
350,European restuarant,2.317,48.881
351,Asian restaurant,2.315,48.879
352,European restuarant,2.379,48.877
353,Asian restaurant,2.386,48.887
354,European restuarant,2.395,48.877
355,European restuarant,2.385,48.879
356,European restuarant,2.342,48.861
357,Traditional French restaurant,2.34,48.862
358,Traditional French restaurant,2.341,48.863
359,European restuarant,2.341,48.864
360,European restuarant,2.349,48.862
361,Traditional French restaurant,2.349,48.863
362,Asian restaurant,2.347,48.864
363,Traditional French restaurant,2.348,48.851
364,Indian / Middle Eastern restaurant,2.348,48.851
365,Traditional French restaurant,2.347,48.852
366,Asian restaurant,2.347,48.852
367,Asian restaurant,2.346,48.852
368,Asian restaurant,2.346,48.851
369,Traditional French restaurant,2.347,48.852
370,European restuarant,2.347,48.852
371,Traditional French restaurant,2.343,48.856
372,Traditional French restaurant,2.343,48.856
373,European restuarant,2.344,48.859
374,Traditional French restaurant,2.345,48.858
375,Asian restaurant,2.348,48.858
376,Traditional French restaurant,2.349,48.86
377,Traditional French restaurant,2.348,48.86
378,European restuarant,2.348,48.86
379,Traditional French restaurant,2.339,48.884
380,Traditional French restaurant,2.341,48.884
381,European restuarant,2.341,48.884
382,Asian restaurant,2.34,48.884
383,Traditional French restaurant,2.346,48.892
384,Indian / Middle Eastern restaurant,2.348,48.891
385,European restuarant,2.324,48.882
386,Traditional French restaurant,2.324,48.881
387,Traditional French restaurant,2.327,48.879
388,Asian restaurant,2.331,48.877
389,Asian restaurant,2.327,48.881
390,Asian restaurant,2.38,48.885
391,Traditional French restaurant,2.381,48.884
392,Indian / Middle Eastern restaurant,2.376,48.891
393,European restuarant,2.371,48.886
394,Other world restaurant,2.375,48.887
395,European restuarant,2.376,48.89
396,European restuarant,2.378,48.89
397,Traditional French restaurant,2.38,48.888
398,Traditional French restaurant,2.348,48.868
399,Asian restaurant,2.351,48.866
400,Indian / Middle Eastern restaurant,2.351,48.866
401,Traditional French restaurant,2.348,48.866
402,European restuarant,2.347,48.865
403,Asian restaurant,2.362,48.854
404,European restuarant,2.362,48.854
405,Traditional French restaurant,2.365,48.852
406,Asian restaurant,2.346,48.86
407,Indian / Middle Eastern restaurant,2.344,48.861
408,European restuarant,2.344,48.861
409,Asian restaurant,2.343,48.861
410,Asian restaurant,2.271,48.847
411,European restuarant,2.275,48.849
412,Traditional French restaurant,2.277,48.851
413,European restuarant,2.275,48.851
414,Asian restaurant,2.266,48.848
415,European restuarant,2.335,48.891
416,Asian restaurant,2.335,48.891
417,Traditional French restaurant,2.333,48.888
418,Traditional French restaurant,2.328,48.881
419,Traditional French restaurant,2.328,48.883
420,European restuarant,2.329,48.884
421,Traditional French restaurant,2.337,48.88
422,Traditional French restaurant,2.337,48.88
423,Indian / Middle Eastern restaurant,2.337,48.88
424,European restuarant,2.336,48.88
425,Traditional French restaurant,2.338,48.877
426,Traditional French restaurant,2.372,48.884
427,Indian / Middle Eastern restaurant,2.374,48.884
428,Asian restaurant,2.389,48.888
429,Maghrebian restaurant,2.387,48.885
430,European restuarant,2.387,48.886
431,Asian restaurant,2.403,48.877
432,Asian restaurant,2.367,48.853
433,Traditional French restaurant,2.365,48.849
434,Traditional French restaurant,2.366,48.854
435,Asian restaurant,2.356,48.851
436,Traditional French restaurant,2.35,48.853
437,Traditional French restaurant,2.35,48.854
438,Traditional French restaurant,2.35,48.851
439,Asian restaurant,2.263,48.842
440,Indian / Middle Eastern restaurant,2.261,48.849
441,Asian restaurant,2.26,48.847
442,Traditional French restaurant,2.263,48.848
443,Traditional French restaurant,2.265,48.854
444,Asian restaurant,2.276,48.853
445,Traditional French restaurant,2.283,48.855
446,Traditional French restaurant,2.288,48.858
447,European restuarant,2.285,48.859
448,Traditional French restaurant,2.336,48.89
449,Traditional French restaurant,2.335,48.888
450,Traditional French restaurant,2.338,48.887
451,Traditional French restaurant,2.338,48.887
452,Asian restaurant,2.337,48.886
453,European restuarant,2.337,48.887
454,Indian / Middle Eastern restaurant,2.345,48.894
455,Traditional French restaurant,2.345,48.894
456,Traditional French restaurant,2.346,48.894
457,African restaurant,2.346,48.894
458,European restuarant,2.347,48.892
459,Traditional French restaurant,2.33,48.878
460,Maghrebian restaurant,2.338,48.876
461,Asian restaurant,2.336,48.874
462,Traditional French restaurant,2.332,48.875
463,Traditional French restaurant,2.331,48.875
464,Traditional French restaurant,2.331,48.875
465,Asian restaurant,2.33,48.874
466,European restuarant,2.387,48.883
467,Asian restaurant,2.379,48.885
468,Indian / Middle Eastern restaurant,2.381,48.887
469,Traditional French restaurant,2.363,48.855
470,Traditional French restaurant,2.363,48.856
471,Traditional French restaurant,2.368,48.855
472,Other world restaurant,2.367,48.854
473,European restuarant,2.369,48.854
474,Traditional French restaurant,2.368,48.854
475,Asian restaurant,2.366,48.853
476,European restuarant,2.328,48.882
477,Traditional French restaurant,2.33,48.883
478,European restuarant,2.331,48.881
479,Asian restaurant,2.284,48.859
480,European restuarant,2.279,48.837
481,Traditional French restaurant,2.278,48.831
482,European restuarant,2.266,48.841
483,European restuarant,2.348,48.895
484,Traditional French restaurant,2.329,48.897
485,Traditional French restaurant,2.344,48.887
486,Traditional French restaurant,2.33,48.85
487,Traditional French restaurant,2.337,48.854
488,Traditional French restaurant,2.338,48.853
489,Traditional French restaurant,2.338,48.853
490,Traditional French restaurant,2.382,48.895
491,Traditional French restaurant,2.38,48.893
492,Traditional French restaurant,2.384,48.897
493,European restuarant,2.372,48.846
494,Asian restaurant,2.372,48.846
495,Other world restaurant,2.37,48.847
496,Maghrebian restaurant,2.357,48.838
497,Maghrebian restaurant,2.387,48.841
498,European restuarant,2.33,48.879
499,Traditional French restaurant,2.332,48.878
500,Traditional French restaurant,2.333,48.877
501,Central and South American restuarant,2.333,48.877
502,European restuarant,2.332,48.88
503,European restuarant,2.335,48.881
504,European restuarant,2.335,48.881
505,Asian restaurant,2.332,48.883
506,Asian restaurant,2.27,48.856
507,Traditional French restaurant,2.274,48.858
508,Traditional French restaurant,2.273,48.858
509,Asian restaurant,2.274,48.863
510,Traditional French restaurant,2.275,48.86
511,Traditional French restaurant,2.278,48.862
512,African restaurant,2.348,48.888
513,African restaurant,2.348,48.888
514,Traditional French restaurant,2.342,48.89
515,Traditional French restaurant,2.343,48.89
516,Traditional French restaurant,2.34,48.893
517,Traditional French restaurant,2.34,48.886
518,Traditional French restaurant,2.34,48.887
519,Traditional French restaurant,2.341,48.887
520,Traditional French restaurant,2.341,48.887
521,Traditional French restaurant,2.34,48.887
522,Asian restaurant,2.341,48.885
523,Central and South American restuarant,2.341,48.885
524,Traditional French restaurant,2.342,48.884
525,Traditional French restaurant,2.343,48.884
526,Asian restaurant,2.34,48.85
527,Asian restaurant,2.34,48.849
528,Traditional French restaurant,2.34,48.849
529,Asian restaurant,2.341,48.848
530,Asian restaurant,2.341,48.848
531,Traditional French restaurant,2.339,48.849
532,Asian restaurant,2.339,48.851
533,Indian / Middle Eastern restaurant,2.339,48.851
534,Asian restaurant,2.337,48.84
535,Asian restaurant,2.393,48.835
536,Traditional French restaurant,2.386,48.834
537,Traditional French restaurant,2.381,48.839
538,Traditional French restaurant,2.381,48.839
539,Asian restaurant,2.382,48.84
540,Asian restaurant,2.375,48.846
541,European restuarant,2.381,48.847
542,Asian restaurant,2.383,48.845
543,Indian / Middle Eastern restaurant,2.383,48.846
544,European restuarant,2.317,48.88
545,Asian restaurant,2.315,48.879
546,Traditional French restaurant,2.315,48.879
547,Traditional French restaurant,2.279,48.86
548,Indian / Middle Eastern restaurant,2.275,48.858
549,Traditional French restaurant,2.279,48.857
550,Traditional French restaurant,2.278,48.857
551,Asian restaurant,2.277,48.858
552,European restuarant,2.278,48.857
553,Traditional French restaurant,2.278,48.856
554,Traditional French restaurant,2.363,48.843
555,Asian restaurant,2.363,48.843
556,European restuarant,2.362,48.84
557,European restuarant,2.361,48.84
558,Other world restaurant,2.359,48.839
559,Traditional French restaurant,2.356,48.84
560,Indian / Middle Eastern restaurant,2.356,48.839
561,Asian restaurant,2.355,48.841
562,Indian / Middle Eastern restaurant,2.354,48.841
563,European restuarant,2.352,48.84
564,Traditional French restaurant,2.352,48.84
565,Traditional French restaurant,2.379,48.85
566,Traditional French restaurant,2.379,48.847
567,European restuarant,2.377,48.848
568,Traditional French restaurant,2.378,48.85
569,European restuarant,2.378,48.85
570,Indian / Middle Eastern restaurant,2.36,48.837
571,Indian / Middle Eastern restaurant,2.375,48.827
572,European restuarant,2.323,48.881
573,African restaurant,2.324,48.882
574,European restuarant,2.326,48.883
575,Indian / Middle Eastern restaurant,2.326,48.88
576,Traditional French restaurant,2.326,48.88
577,European restuarant,2.325,48.88
578,Asian restaurant,2.341,48.875
579,Traditional French restaurant,2.325,48.873
580,European restuarant,2.324,48.873
581,European restuarant,2.326,48.875
582,Traditional French restaurant,2.274,48.863
583,Asian restaurant,2.281,48.861
584,Traditional French restaurant,2.282,48.865
585,Asian restaurant,2.274,48.865
586,Maghrebian restaurant,2.352,48.838
587,Traditional French restaurant,2.343,48.846
588,European restuarant,2.345,48.846
589,Traditional French restaurant,2.349,48.845
590,Asian restaurant,2.349,48.845
591,Traditional French restaurant,2.349,48.845
592,Indian / Middle Eastern restaurant,2.349,48.845
593,Traditional French restaurant,2.347,48.847
594,African restaurant,2.348,48.848
595,Traditional French restaurant,2.345,48.851
596,Maghrebian restaurant,2.345,48.85
597,Asian restaurant,2.348,48.848
598,Traditional French restaurant,2.348,48.851
599,Asian restaurant,2.349,48.852
600,Traditional French restaurant,2.347,48.851
601,Traditional French restaurant,2.375,48.829
602,Indian / Middle Eastern restaurant,2.372,48.829
603,Traditional French restaurant,2.369,48.833
604,Asian restaurant,2.366,48.833
605,Asian restaurant,2.363,48.83
606,Asian restaurant,2.37,48.824
607,Asian restaurant,2.369,48.823
608,Traditional French restaurant,2.371,48.827
609,European restuarant,2.371,48.826
610,Maghrebian restaurant,2.372,48.827
611,Asian restaurant,2.362,48.825
612,Asian restaurant,2.362,48.824
613,Asian restaurant,2.361,48.825
614,Asian restaurant,2.361,48.825
615,Asian restaurant,2.327,48.883
616,Asian restaurant,2.328,48.883
